episode,step,condition_name,condition_mode,episode_complexity,app_id,model_name,explanation_type,selected_strategy,selected_strategy_available,reward,decision_noise,memory_recall_threshold,opportunity_cost,lr_calculation_prob_correct,lr_heuristic_prob_correct,dt_traversal_prob_correct,lr_calculation_predicted_correct,lr_heuristic_predicted_correct,dt_traversal_predicted_correct,lr_calculation_pred_time,lr_heuristic_pred_time,dt_traversal_pred_time,selected_prob_correct,selected_predicted_class,selected_predicted_correct,selected_pred_time,selected_decision_boundary,selected_mode,selected_features,selected_feature_slots,selected_feature_mask,selected_feature_slot_mask
0,10,decision_tree,mixed,low,wine_binary,xgboost,none,dt_traversal,True,0.4934375,0.5,0.5,0.01,0.0,0.0,0.5,False,False,True,0.0,0.0,0.65625,0.5,0,True,0.65625,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,11,decision_tree,mixed,low,wine_binary,xgboost,dt,dt_traversal,True,0.7066344091033029,0.5,0.5,0.01,0.0,0.0,0.9375,False,False,True,0.0,0.0,23.086559089669713,0.9375,0,True,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,12,decision_tree,mixed,low,wine_binary,xgboost,none,dt_traversal,True,0.4934375,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.65625,0.5,0,False,0.65625,1.5,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,13,decision_tree,mixed,low,wine_binary,xgboost,none,dt_traversal,True,0.49,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,1.0,0.5,0,False,1.0,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,14,decision_tree,mixed,low,wine_binary,xgboost,dt,dt_traversal,True,0.7066344091033029,0.5,0.5,0.01,0.0,0.0,0.9375,False,False,True,0.0,0.0,23.086559089669713,0.9375,1,True,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,15,decision_tree,mixed,low,wine_binary,xgboost,dt,dt_traversal,True,0.7691344091033029,0.5,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,23.086559089669713,1.0,1,True,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,16,decision_tree,mixed,low,wine_binary,xgboost,dt,dt_traversal,True,0.7691344091033029,0.5,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,23.086559089669713,1.0,1,True,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,17,decision_tree,mixed,low,wine_binary,xgboost,none,dt_traversal,True,0.493125,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.6875,0.5,0,False,0.6875,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,18,decision_tree,mixed,low,wine_binary,xgboost,none,dt_traversal,True,0.4909375,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.90625,0.5,0,False,0.90625,1.5,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,19,decision_tree,mixed,low,wine_binary,xgboost,none,dt_traversal,True,0.49,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,1.0,0.5,0,False,1.0,1.5,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,20,decision_tree,mixed,low,wine_binary,xgboost,dt,dt_traversal,True,0.8049518089481768,0.5,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,19.504819105182325,1.0,0,True,19.504819105182325,1.5,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,21,decision_tree,mixed,low,wine_binary,xgboost,none,dt_traversal,True,0.48638994258565826,0.5,0.5,0.01,0.0,0.0,0.5,False,False,True,0.0,0.0,1.3610057414341745,0.5,0,True,1.3610057414341745,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,22,decision_tree,mixed,low,wine_binary,xgboost,dt,dt_traversal,True,0.7691344091033029,0.5,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,23.086559089669713,1.0,1,True,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,23,decision_tree,mixed,low,wine_binary,xgboost,none,dt_traversal,True,0.4921875,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.78125,0.5,0,False,0.78125,1.5,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,24,decision_tree,mixed,low,wine_binary,xgboost,none,dt_traversal,True,0.4903125,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.96875,0.5,0,False,0.96875,1.5,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,25,decision_tree,mixed,low,wine_binary,xgboost,dt,dt_traversal,True,0.7424518089481768,0.5,0.5,0.01,0.0,0.0,0.9375,False,False,True,0.0,0.0,19.504819105182325,0.9375,1,True,19.504819105182325,1.5,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,26,decision_tree,mixed,low,wine_binary,xgboost,none,dt_traversal,True,0.4909375,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.90625,0.5,0,False,0.90625,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,27,decision_tree,mixed,low,wine_binary,xgboost,none,dt_traversal,True,0.49,0.5,0.5,0.01,0.0,0.0,0.5,False,False,True,0.0,0.0,1.0,0.5,0,True,1.0,1.5,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,28,decision_tree,mixed,low,wine_binary,xgboost,dt,dt_traversal,True,0.8049518089481768,0.5,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,19.504819105182325,1.0,1,True,19.504819105182325,1.5,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,29,decision_tree,mixed,low,wine_binary,xgboost,none,dt_traversal,True,0.490625,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.9375,0.5,0,False,0.9375,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,30,decision_tree,mixed,low,wine_binary,xgboost,dt,dt_traversal,True,0.6441344091033029,0.5,0.5,0.01,0.0,0.0,0.875,False,False,True,0.0,0.0,23.086559089669713,0.875,1,True,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,31,decision_tree,mixed,low,wine_binary,xgboost,none,dt_traversal,True,0.490625,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.9375,0.5,0,False,0.9375,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,32,decision_tree,mixed,low,wine_binary,xgboost,dt,dt_traversal,True,-0.04336559089669714,0.5,0.5,0.01,0.0,0.0,0.1875,False,False,False,0.0,0.0,23.086559089669713,0.1875,1,False,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,33,decision_tree,mixed,low,wine_binary,xgboost,dt,dt_traversal,True,0.8049518089481768,0.5,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,19.504819105182325,1.0,1,True,19.504819105182325,1.5,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,34,decision_tree,mixed,low,wine_binary,xgboost,none,dt_traversal,True,0.490625,0.5,0.5,0.01,0.0,0.0,0.5,False,False,True,0.0,0.0,0.9375,0.5,0,True,0.9375,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,35,decision_tree,mixed,low,wine_binary,xgboost,dt,dt_traversal,True,0.7066344091033029,0.5,0.5,0.01,0.0,0.0,0.9375,False,False,True,0.0,0.0,23.086559089669713,0.9375,1,True,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,36,decision_tree,mixed,low,wine_binary,xgboost,dt,dt_traversal,True,0.7424518089481768,0.5,0.5,0.01,0.0,0.0,0.9375,False,False,True,0.0,0.0,19.504819105182325,0.9375,1,True,19.504819105182325,1.5,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,37,decision_tree,mixed,low,wine_binary,xgboost,dt,dt_traversal,True,0.7691344091033029,0.5,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,23.086559089669713,1.0,0,True,23.086559089669713,1.8000000000000003,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,38,decision_tree,mixed,low,wine_binary,xgboost,none,dt_traversal,True,0.4909375,0.5,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.90625,0.5,0,False,0.90625,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
0,39,decision_tree,mixed,low,wine_binary,xgboost,none,dt_traversal,True,0.49,0.5,0.5,0.01,0.0,0.0,0.5,False,False,True,0.0,0.0,1.0,0.5,0,True,1.0,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
1,0,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_calculation,True,0.2541389784424739,0.5,0.5,0.01,0.28482112495439493,0.49999986639897753,0.0,False,False,False,3.0682146511921,1.5902083534482974,0.0,0.28482112495439493,0,False,3.0682146511921,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
1,1,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.4060562150510321,0.5,0.5,0.01,0.7459187143430126,0.4369245601578533,0.0,True,False,False,3.015102458432825,3.086834510682119,0.0,0.4369245601578533,1,False,3.086834510682119,0.6,heuristic,[0],[3],"[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0]"
1,2,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.19314299888774233,0.5,0.5,0.01,0.28157503083147495,0.3491637260660372,0.0,False,False,False,8.84320319437326,3.3388431856343876,0.0,0.28157503083147495,1,False,8.84320319437326,0.6,read,"[5, 0, 1]","[2, 4, 5]","[1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 1]"
1,3,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.8523709878921847,0.5,0.5,0.01,0.9559071243312944,0.19260175107440097,0.0,True,False,False,10.353613643910979,1.5902087874267143,0.0,0.9559071243312944,1,True,10.353613643910979,0.6,read,"[4, 5, 0, 1]","[0, 2, 4, 5]","[1, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 1, 1]"
1,4,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.48409799495812594,0.5,0.5,0.01,0.40778048212562523,0.5000000754425524,0.0,False,True,False,5.780663421971827,1.5902080484426462,0.0,0.5000000754425524,1,True,1.5902080484426462,0.6,heuristic,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
1,5,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.9075480295939884,0.5,0.5,0.01,0.988828539885409,0.2877860874106961,0.0,True,False,False,8.128051029142059,4.594532784794595,0.0,0.988828539885409,0,True,8.128051029142059,0.6,read,"[5, 0, 1]","[2, 4, 5]","[1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 1]"
1,6,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.867607074546901,0.5,0.5,0.01,0.9955631104552959,0.49999994331818354,0.0,True,False,False,12.795603590839491,1.5902067292277708,0.0,0.9955631104552959,1,True,12.795603590839491,1.5,read,"[5, 3, 0, 1]","[2, 3, 4, 5]","[1, 1, 0, 1, 0, 1]","[0, 0, 1, 1, 1, 1]"
1,7,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.8544660426626167,0.5,0.5,0.01,0.9757991999905506,0.25408117732823277,0.0,True,False,False,12.133315732793395,1.5902093681239102,0.0,0.9757991999905506,0,True,12.133315732793395,1.5,read,"[5, 0, 1]","[2, 4, 5]","[1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 1]"
1,8,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.8744953549431714,0.5,0.5,0.01,0.9981064954792116,0.3770406370782772,0.0,True,False,False,12.36111405360402,1.5902107922995956,0.0,0.9981064954792116,1,True,12.36111405360402,1.5,read,"[5, 3, 0, 1]","[2, 3, 4, 5]","[1, 1, 0, 1, 0, 1]","[0, 0, 1, 1, 1, 1]"
1,9,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.9262545882479091,0.5,0.5,0.01,0.9999345863781646,0.6229591696121288,0.0,True,True,False,7.36799981302555,1.5902085115032052,0.0,0.9999345863781646,1,True,7.36799981302555,1.5,read,"[0, 1]","[4, 5]","[1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1]"
1,10,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.6551483459944449,0.5,0.5,0.01,0.4692601607092164,0.6861533284434878,0.0,False,True,False,3.3868878073333795,3.1004982449042844,0.0,0.6861533284434878,1,True,3.1004982449042844,0.6,heuristic,[3],[1],"[0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]"
1,11,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.2233858116541689,0.5,0.5,0.01,0.5614796785815672,0.25431754042812327,0.0,True,False,False,3.3337756146667585,3.0931728773954354,0.0,0.25431754042812327,1,False,3.0931728773954354,0.6,heuristic,[3],[1],"[0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]"
1,12,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.5946801434897001,0.5,0.5,0.01,0.43852032141843283,0.6266098745738425,0.0,False,True,False,3.3337756146667585,3.192973108414243,0.0,0.6266098745738425,1,True,3.192973108414243,0.6,heuristic,[3],[1],"[0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]"
1,13,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.7803352355743213,0.5,0.5,0.01,0.8975404421049961,0.6237936658604211,0.0,True,True,False,11.720520653067481,4.649393347989523,0.0,0.8975404421049961,1,True,11.720520653067481,1.2000000000000002,read,"[5, 0, 1]","[2, 4, 5]","[1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 1]"
1,14,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.7756081388565093,0.5,0.5,0.01,0.37704064283686567,0.8222237941633542,0.0,False,True,False,3.2275512293335176,4.661565530684496,0.0,0.8222237941633542,1,True,4.661565530684496,0.6,heuristic,"[3, 0]","[1, 3]","[1, 0, 0, 1, 0, 0]","[0, 1, 0, 1, 0, 0]"
1,15,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.8976189578525103,0.5,0.5,0.01,0.998919436265997,0.8523028953250368,0.0,True,True,False,10.130047841348668,4.744846065279464,0.0,0.998919436265997,1,True,10.130047841348668,1.5,read,"[5, 0, 1]","[2, 4, 5]","[1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 1]"
1,16,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.46331837480980415,0.5,0.5,0.01,0.5952152462782947,0.11788336655704568,0.0,True,False,False,13.189687146849055,4.5610095826943695,0.0,0.5952152462782947,0,True,13.189687146849055,1.2000000000000002,read,"[5, 0, 1]","[2, 4, 5]","[1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 1]"
1,17,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.6368749600077867,0.5,0.5,0.01,0.4692601607092164,0.668654497743273,0.0,False,True,False,3.3868878073333795,3.1779537735486363,0.0,0.668654497743273,1,True,3.1779537735486363,0.6,heuristic,[3],[1],"[0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]"
1,18,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.34010313746359266,0.5,0.5,0.01,0.4726456250162808,0.2907525416347072,0.0,False,False,False,13.254248755268815,4.764717070948566,0.0,0.4726456250162808,1,False,13.254248755268815,1.2000000000000002,read,"[5, 0, 1]","[2, 4, 5]","[1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 1]"
1,19,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.7418065595084169,0.5,0.5,0.01,0.8288146295523856,0.5765803879394306,0.0,True,True,False,8.700807004396866,3.272647739080032,0.0,0.8288146295523856,1,True,8.700807004396866,0.6,read,"[5, 0, 1]","[2, 4, 5]","[1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 1]"
1,20,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.5329194254325182,0.5,0.5,0.01,0.5,0.5657173459573227,0.0,True,True,False,3.44,3.2797920524804507,0.0,0.5657173459573227,0,True,3.2797920524804507,0.6,heuristic,[3],[1],"[0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]"
1,21,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.9019686943438697,0.5,0.5,0.01,0.9996415354183424,0.4385204542900185,0.0,True,False,False,9.767284107447267,1.590208945711315,0.0,0.9996415354183424,1,True,9.767284107447267,1.5,read,"[5, 0, 1]","[2, 4, 5]","[1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 1]"
1,22,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.3234865183649143,0.5,0.5,0.01,0.5922195178723507,0.3574266467055556,0.0,True,False,False,3.280663422000138,3.394012834064127,0.0,0.3574266467055556,1,False,3.394012834064127,0.6,heuristic,[3],[1],"[0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]"
1,23,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.2968057066054841,0.5,0.5,0.01,0.4077804821276493,0.3288658453630804,0.0,False,False,False,3.280663422000138,3.206013875759626,0.0,0.3288658453630804,0,False,3.206013875759626,0.6,heuristic,[3],[1],"[0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]"
1,24,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.5746787702050961,0.5,0.5,0.01,0.2540812856737313,0.6064203882379068,0.0,False,True,False,3.0151024586670347,3.1741618032810774,0.0,0.6064203882379068,1,True,3.1741618032810774,0.6,heuristic,[3],[1],"[0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]"
1,25,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.8957757623972609,0.5,0.5,0.01,0.978029617213884,0.43210712444630694,0.0,True,False,False,8.225385481662311,3.069287412419461,0.0,0.978029617213884,0,True,8.225385481662311,0.6,read,"[5, 0, 1]","[2, 4, 5]","[1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 1]"
1,26,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.33936634249650927,0.5,0.5,0.01,0.2540812856676593,0.3721025540386848,0.0,False,False,False,3.015102458582102,3.273621154217553,0.0,0.3721025540386848,0,False,3.273621154217553,0.6,heuristic,[3],[1],"[0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]"
1,27,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,-0.018011795567216493,0.5,0.5,0.01,0.12658705316829655,0.25165339504187023,0.0,False,False,False,14.459884873551303,3.231607693791905,0.0,0.12658705316829655,1,False,14.459884873551303,1.5,read,"[5, 0, 1]","[2, 4, 5]","[1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 1]"
1,28,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.47110567837026146,0.5,0.5,0.01,0.6229593571631343,0.504124223201303,0.0,True,True,False,3.2275512293335176,3.301854483104157,0.0,0.504124223201303,0,True,3.301854483104157,0.6,heuristic,[3],[1],"[0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]"
1,29,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.8587545201617361,0.5,0.5,0.01,0.9428539313534348,0.37703983448588674,0.0,True,False,False,8.40994111916986,1.5902201802805105,0.0,0.9428539313534348,0,True,8.40994111916986,0.6,read,"[5, 0, 1]","[2, 4, 5]","[1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 1]"
1,30,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.5074991110781916,0.5,0.5,0.01,0.653699196455942,0.5399708194473807,0.0,True,True,False,3.174439036638586,3.247170836918911,0.0,0.5399708194473807,0,True,3.247170836918911,0.6,heuristic,[3],[1],"[0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]"
1,31,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.3611386450674891,0.5,0.5,0.01,0.1618617678013805,0.37704073187361636,0.0,False,False,False,2.855765880667173,1.5902086806127254,0.0,0.37704073187361636,0,False,1.5902086806127254,0.6,heuristic,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
1,32,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.37082776129472445,0.5,0.5,0.01,0.460197292014538,0.8073982404753137,0.0,False,True,False,8.936953071981359,1.5902084419080325,0.0,0.460197292014538,0,False,8.936953071981359,0.6,read,"[5, 0, 1]","[2, 4, 5]","[1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 1]"
1,33,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.9098445210542008,0.5,0.5,0.01,0.9724786422013447,0.6844388449166492,0.0,True,True,False,6.263412114714399,1.5902100108873207,0.0,0.9724786422013447,1,True,6.263412114714399,0.6,read,"[0, 1]","[4, 5]","[1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1]"
1,34,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.3122315605647834,0.5,0.5,0.01,0.2233414463809237,0.34526796390406134,0.0,False,False,False,2.961990265972103,3.3036403339277918,0.0,0.34526796390406134,0,False,3.3036403339277918,0.6,heuristic,[3],[1],"[0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]"
1,35,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.9044852792476495,0.5,0.5,0.01,0.9998543767478372,0.6214609390949514,0.0,True,True,False,9.536909750018758,4.722186659410038,0.0,0.9998543767478372,1,True,9.536909750018758,1.5,read,"[5, 0, 1]","[2, 4, 5]","[1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 1]"
