episode,step,condition_name,condition_mode,episode_complexity,app_id,model_name,explanation_type,selected_strategy_slot,strategy_slot_order,selected_strategy,selected_strategy_available,reward,decision_noise,memory_recall_threshold,opportunity_cost,lr_calculation_prob_correct,lr_heuristic_prob_correct,dt_traversal_prob_correct,lr_calculation_predicted_correct,lr_heuristic_predicted_correct,dt_traversal_predicted_correct,lr_calculation_pred_time,lr_heuristic_pred_time,dt_traversal_pred_time,selected_prob_correct,selected_predicted_class,selected_predicted_correct,selected_pred_time,selected_decision_boundary,selected_mode,selected_features,selected_feature_slots,selected_feature_mask,selected_feature_slot_mask,sweep_parameter,sweep_value
0,10,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.493125,0.3,0.5,0.01,0.0,0.0,0.5,False,False,True,0.0,0.0,0.6875,0.5,0,True,0.6875,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,11,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.8432375177931766,0.3,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,15.676248220682346,1.0,0,True,15.676248220682346,0.9,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,12,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.49375,0.3,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.625,0.5,0,False,0.625,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,13,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.49,0.3,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,1.0,0.5,0,False,1.0,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,14,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.8432375177931766,0.3,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,15.676248220682346,1.0,1,True,15.676248220682346,0.9,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,15,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.8432375177931766,0.3,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,15.676248220682346,1.0,1,True,15.676248220682346,0.9,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,16,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.8432375177931766,0.3,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,15.676248220682346,1.0,1,True,15.676248220682346,0.9,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,17,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.48743113438423247,0.3,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,1.256886561576751,0.5,0,False,1.256886561576751,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,18,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.490625,0.3,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.9375,0.5,0,False,0.9375,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,19,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.4903125,0.3,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.96875,0.5,0,False,0.96875,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,20,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.7807375177931766,0.3,0.5,0.01,0.0,0.0,0.9375,False,False,True,0.0,0.0,15.676248220682346,0.9375,0,True,15.676248220682346,0.9,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,21,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.48603867243103677,0.3,0.5,0.01,0.0,0.0,0.5,False,False,True,0.0,0.0,1.3961327568963235,0.5,0,True,1.3961327568963235,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,22,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.8432375177931766,0.3,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,15.676248220682346,1.0,1,True,15.676248220682346,0.9,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,23,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.49125,0.3,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.875,0.5,0,False,0.875,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,24,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.490625,0.3,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.9375,0.5,0,False,0.9375,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,25,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.8111531406929182,0.3,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,18.884685930708173,1.0,1,True,18.884685930708173,1.2000000000000002,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,26,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.490625,0.3,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.9375,0.5,0,False,0.9375,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,27,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.4861811343842325,0.3,0.5,0.01,0.0,0.0,0.5,False,False,True,0.0,0.0,1.381886561576751,0.5,0,True,1.381886561576751,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,28,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.8111531406929182,0.3,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,18.884685930708173,1.0,1,True,18.884685930708173,1.2000000000000002,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,29,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.490625,0.3,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.9375,0.5,0,False,0.9375,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,30,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.7807375177931766,0.3,0.5,0.01,0.0,0.0,0.9375,False,False,True,0.0,0.0,15.676248220682346,0.9375,1,True,15.676248220682346,0.9,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,31,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.490625,0.3,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.9375,0.5,0,False,0.9375,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,32,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,-0.15676248220682346,0.3,0.5,0.01,0.0,0.0,0.0,False,False,False,0.0,0.0,15.676248220682346,0.0,1,False,15.676248220682346,0.9,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,33,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.8432375177931766,0.3,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,15.676248220682346,1.0,1,True,15.676248220682346,0.9,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,34,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.4903125,0.3,0.5,0.01,0.0,0.0,0.5,False,False,True,0.0,0.0,0.96875,0.5,0,True,0.96875,0.9,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,35,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.8432375177931766,0.3,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,15.676248220682346,1.0,1,True,15.676248220682346,0.9,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,36,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.8432375177931766,0.3,0.5,0.01,0.0,0.0,1.0,False,False,True,0.0,0.0,15.676248220682346,1.0,1,True,15.676248220682346,0.9,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,37,decision_tree,mixed,low,wine_binary,xgboost,dt,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.7807375177931766,0.3,0.5,0.01,0.0,0.0,0.9375,False,False,True,0.0,0.0,15.676248220682346,0.9375,0,True,15.676248220682346,0.9,read,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,38,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.49125,0.3,0.5,0.01,0.0,0.0,0.5,False,False,False,0.0,0.0,0.875,0.5,0,False,0.875,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
0,39,decision_tree,mixed,low,wine_binary,xgboost,none,2,"['lr_calculation', 'lr_heuristic', 'dt_traversal']",dt_traversal,True,0.4903125,0.3,0.5,0.01,0.0,0.0,0.5,False,False,True,0.0,0.0,0.96875,0.5,0,True,0.96875,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
1,0,linear_regression,mixed,low,star98_pass_rate,xgboost,none,1,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_calculation,True,0.23612571706379812,0.3,0.5,0.01,0.2812507085724907,0.7504742921663001,0.0,False,True,False,4.512499150869257,3.136543431388307,0.0,0.2812507085724907,0,False,4.512499150869257,0.6,retrieve,[],[],"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",decision_noise,0.3
1,1,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.40631716994114647,0.3,0.5,0.01,0.6249995951014318,0.4374870744422169,0.0,True,False,False,7.649999514843844,3.1169904501070413,0.0,0.4374870744422169,1,False,3.1169904501070413,0.6,heuristic,[0],[3],"[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0]",decision_noise,0.3
1,2,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.3254184671358708,0.3,0.5,0.01,0.06902010890803634,0.3611532535821633,0.0,False,False,False,12.150308564213285,3.5734786446292537,0.0,0.3611532535821633,1,False,3.5734786446292537,0.6,heuristic,[0],[3],"[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0]",decision_noise,0.3
1,3,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.7247773341860853,0.3,0.5,0.01,0.9998056103490677,0.7632448708345176,0.0,True,True,False,10.435806583244336,3.8467536648432397,0.0,0.7632448708345176,1,True,3.8467536648432397,0.6,heuristic,[0],[3],"[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0]",decision_noise,0.3
1,4,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.22910308004645738,0.3,0.5,0.01,0.40625030367392584,0.2636068268955324,0.0,False,False,False,7.862499636122537,3.4503746849075005,0.0,0.2636068268955324,0,False,3.4503746849075005,0.6,heuristic,[1],[1],"[0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]",decision_noise,0.3
1,5,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.32823870519274634,0.3,0.5,0.01,0.9999999922829034,0.37525757987994024,0.0,True,False,False,12.463606308045902,4.7018874687193914,0.0,0.37525757987994024,1,False,4.7018874687193914,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]",decision_noise,0.3
1,6,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.3910144518712881,0.3,0.5,0.01,0.9998793213002533,0.4386043390904448,0.0,True,False,False,9.494584404900493,4.758988721915669,0.0,0.4386043390904448,0,False,4.758988721915669,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]",decision_noise,0.3
1,7,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.3078842122943053,0.3,0.5,0.01,0.9978952505855876,0.3585553831645554,0.0,True,False,False,10.409091773841311,5.067117087025009,0.0,0.3585553831645554,1,False,5.067117087025009,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]",decision_noise,0.3
1,8,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.6989241821664398,0.3,0.5,0.01,0.9999709283410654,0.7477314546257304,0.0,True,True,False,9.223093991890863,4.880727245929068,0.0,0.7477314546257304,1,True,4.880727245929068,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]",decision_noise,0.3
1,9,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.8382680568075529,0.3,0.5,0.01,0.9999998937910872,0.891156066294663,0.0,True,True,False,6.620946300052195,5.288800948711009,0.0,0.891156066294663,1,True,5.288800948711009,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]",decision_noise,0.3
1,10,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.7796467420233817,0.3,0.5,0.01,0.43750020244928467,0.8110809792455005,0.0,False,True,False,5.574999757435857,3.1434237222118764,0.0,0.8110809792455005,1,True,3.1434237222118764,0.6,heuristic,[1],[1],"[0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]",decision_noise,0.3
1,11,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.6531233268083788,0.3,0.5,0.01,0.5312498987753577,0.6867819293925941,0.0,True,True,False,5.787499878717929,3.3658602584215265,0.0,0.6867819293925941,0,True,3.3658602584215265,0.6,heuristic,[1],[1],"[0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]",decision_noise,0.3
1,12,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.5643938595334,0.3,0.5,0.01,0.406250303673927,0.6165628870659413,0.0,False,True,False,5.362499636153785,5.216902753254127,0.0,0.6165628870659413,1,True,5.216902753254127,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]",decision_noise,0.3
1,13,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.9394705390298091,0.3,0.5,0.01,0.9892413600807194,0.9881977622555573,0.0,True,True,False,11.3955532177217,4.8727223225748135,0.0,0.9881977622555573,1,True,4.8727223225748135,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]",decision_noise,0.3
1,14,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.9532520390525955,0.3,0.5,0.01,0.43750020244928467,0.9996574474855449,0.0,False,True,False,5.574999757435857,4.640540843294936,0.0,0.9996574474855449,1,True,4.640540843294936,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]",decision_noise,0.3
1,15,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.9524278652336715,0.3,0.5,0.01,0.9999886011355346,0.9987104981430348,0.0,True,True,False,9.081410358702925,4.628263290936324,0.0,0.9987104981430348,1,True,4.628263290936324,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]",decision_noise,0.3
1,16,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.15757633915984512,0.3,0.5,0.01,0.6906726608176456,0.21069909949006305,0.0,True,False,False,16.045383984557635,5.312276033021792,0.0,0.21069909949006305,1,False,5.312276033021792,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]",decision_noise,0.3
1,17,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.9120920685605002,0.3,0.5,0.01,0.5,0.9653189368568579,0.0,False,True,False,8.5,5.322686829635774,0.0,0.9653189368568579,1,True,5.322686829635774,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]",decision_noise,0.3
1,18,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.07328785104348651,0.3,0.5,0.01,0.44320099069855967,0.12756649101417472,0.0,False,False,False,18.461152341293918,5.427863997068822,0.0,0.12756649101417472,1,False,5.427863997068822,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]",decision_noise,0.3
1,19,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.8236602911715163,0.3,0.5,0.01,0.9987541052600944,0.872230217028877,0.0,True,True,False,6.693431705253534,4.856992585736077,0.0,0.872230217028877,1,True,4.856992585736077,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]",decision_noise,0.3
1,20,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.3687317575511951,0.3,0.5,0.01,0.593749696326073,0.42701670968598293,0.0,True,False,False,5.362499636153785,5.828495213478785,0.0,0.42701670968598293,1,False,5.828495213478785,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]",decision_noise,0.3
1,21,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.8216819909735849,0.3,0.5,0.01,0.9999981900393015,0.8724129755611247,0.0,True,True,False,8.861341525475053,5.073098458753987,0.0,0.8724129755611247,1,True,5.073098458753987,0.6,heuristic,"[1, 0]","[1, 3]","[1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0]",decision_noise,0.3
1,22,linear_regression,mixed,low,star98_pass_rate,xgboost,none,2,"['dt_traversal', 'lr_calculation', 'lr_heuristic']",lr_heuristic,True,0.8973057900246707,0.3,0.5,0.01,0.5312498987753577,0.9309644131477787,0.0,True,True,False,8.287499878717929,3.3658623123107976,0.0,0.9309644131477787,0,True,3.3658623123107976,0.6,heuristic,[1],[1],"[0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]",decision_noise,0.3
